geo,country,year,share_65plus
UK,United Kingdom,2015,17.7
UK,United Kingdom,2016,17.9
UK,United Kingdom,2017,18.1
UK,United Kingdom,2018,18.2
UK,United Kingdom,2019,18.4
XK,Kosovo*,2016,7.1
XK,Kosovo*,2017,8.1
XK,Kosovo*,2018,8.1
XK,Kosovo*,2019,8.5
XK,Kosovo*,2020,8.9
XK,Kosovo*,2021,8.9
XK,Kosovo*,2022,9.1
